frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
250,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
250,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
250,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
251,13,926.33,281.15,180.00999999999988,139.92000000000002,-1,-1,-1,-1
251,14,634.01,47.35,81.73000000000002,35.23,-1,-1,-1,-1
251,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
251,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
251,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
251,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
251,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
251,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
251,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
251,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
252,13,924.6,273.98,176.4999999999999,137.91999999999996,-1,-1,-1,-1
252,14,631.26,47.14,81.74000000000001,35.230000000000004,-1,-1,-1,-1
252,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
252,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
252,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
252,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
252,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
252,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
252,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
252,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
253,13,922.58,269.02,174.2399999999999,136.33000000000004,-1,-1,-1,-1
253,14,630.15,47.18,81.74000000000001,35.220000000000006,-1,-1,-1,-1
253,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
253,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
253,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
253,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
253,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
253,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
253,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
253,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
254,13,920.56,264.06,171.98000000000002,134.74,-1,-1,-1,-1
254,14,629.05,47.21,81.73000000000002,35.23,-1,-1,-1,-1
254,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
254,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
254,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
254,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
254,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
254,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
254,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
254,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
255,13,918.53,259.09,169.73000000000002,133.16000000000003,-1,-1,-1,-1
255,14,627.94,47.25,81.7399999999999,35.22,-1,-1,-1,-1
255,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
255,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
255,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
255,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
255,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
255,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
255,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
255,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
256,13,916.51,254.13,167.47000000000003,131.57,-1,-1,-1,-1
256,14,626.83,47.28,81.74000000000001,35.230000000000004,-1,-1,-1,-1
256,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
256,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
256,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
256,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
256,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
256,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
256,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
256,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
257,13,914.49,249.17,165.21000000000004,129.98,-1,-1,-1,-1
257,14,625.73,47.32,81.74000000000001,35.220000000000006,-1,-1,-1,-1
257,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
257,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
257,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
257,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
257,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
257,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
257,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
257,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
258,13,912.47,244.2,162.95000000000005,128.40000000000003,-1,-1,-1,-1
258,14,624.62,47.35,81.74000000000001,35.23,-1,-1,-1,-1
258,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
258,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
258,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
258,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
258,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
258,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
258,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
258,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
259,13,910.44,239.24,160.70000000000005,126.81,-1,-1,-1,-1
259,14,624.62,47.35,80.01999999999998,35.23,-1,-1,-1,-1
259,15,540.13,41.6,61.26999999999998,41.93,-1,-1,-1,-1
259,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
259,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
259,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
259,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
259,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
259,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
259,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
259,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
260,13,908.42,234.28,158.43999999999994,125.22,-1,-1,-1,-1
260,14,624.62,47.35,78.29999999999995,35.23,-1,-1,-1,-1
260,15,550.0,44.5,72.19000000000005,39.03,-1,-1,-1,-1
260,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
260,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
260,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
260,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
260,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
260,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
260,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
260,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
261,13,906.4,229.31,156.17999999999995,123.63999999999999,-1,-1,-1,-1
261,14,624.62,47.35,76.58000000000004,35.23,-1,-1,-1,-1
261,15,555.7,44.1,83.67999999999995,39.779999999999994,-1,-1,-1,-1
261,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
261,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
261,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
261,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
261,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
261,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
261,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
261,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
262,13,904.38,224.35,153.91999999999996,122.04999999999998,-1,-1,-1,-1
262,14,623.52,47.56,76.57000000000005,35.22,-1,-1,-1,-1
262,15,557.1,44.8,100.19999999999993,41.230000000000004,-1,-1,-1,-1
262,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
262,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
262,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
262,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
262,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
262,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
262,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
262,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
263,13,902.76,220.51,152.37000000000012,120.40000000000003,-1,-1,-1,-1
263,14,622.41,47.77,76.58000000000004,35.21999999999999,-1,-1,-1,-1
263,15,576.81,44.08,100.20000000000005,41.239999999999995,-1,-1,-1,-1
263,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
263,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
263,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
263,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
263,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
263,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
263,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
263,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
264,13,901.14,216.67,150.82000000000005,118.75000000000003,-1,-1,-1,-1
264,14,621.3,47.97,76.58000000000004,35.230000000000004,-1,-1,-1,-1
264,15,596.27,45.37,100.38,40.52,-1,-1,-1,-1
264,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
264,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
264,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
264,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
264,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
264,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
264,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
264,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
265,13,899.52,212.83,149.26999999999998,117.1,-1,-1,-1,-1
265,14,620.48,47.83,76.56999999999994,35.230000000000004,-1,-1,-1,-1
265,15,615.73,46.65,100.54999999999995,39.809999999999995,-1,-1,-1,-1
265,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
265,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
265,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
265,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
265,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
265,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
265,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
265,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
266,13,897.9,208.99,147.7199999999999,115.44999999999999,-1,-1,-1,-1
266,14,619.65,47.7,76.57000000000005,35.22,-1,-1,-1,-1
266,15,635.18,47.93,100.74000000000001,39.11000000000001,-1,-1,-1,-1
266,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
266,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
266,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
266,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
266,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
266,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
266,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
266,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
267,13,896.27,205.15,146.18000000000006,113.79999999999998,-1,-1,-1,-1
267,14,618.82,47.56,76.56999999999994,35.22,-1,-1,-1,-1
267,15,654.64,49.22,100.90999999999997,38.39,-1,-1,-1,-1
267,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
267,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
267,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
267,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
267,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
267,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
267,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
267,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
268,13,894.65,201.31,144.63,112.14999999999998,-1,-1,-1,-1
268,14,617.23,47.28,76.56999999999994,35.230000000000004,-1,-1,-1,-1
268,15,674.1,50.5,101.09000000000003,37.68000000000001,-1,-1,-1,-1
268,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
268,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
268,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
268,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
268,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
268,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
268,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
268,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
269,13,893.03,197.47,143.07999999999993,110.50000000000003,-1,-1,-1,-1
269,14,615.64,47.01,76.58000000000004,35.220000000000006,-1,-1,-1,-1
269,15,691.3,51.22,101.09000000000003,37.68000000000001,-1,-1,-1,-1
269,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
269,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
269,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
269,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
269,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
269,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
269,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
269,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
270,13,891.41,193.63,141.5300000000001,108.85000000000002,-1,-1,-1,-1
270,14,614.05,46.73,76.58000000000004,35.220000000000006,-1,-1,-1,-1
270,15,711.72,51.93,101.08999999999992,37.690000000000005,-1,-1,-1,-1
270,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
270,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
270,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
270,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
270,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
270,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
270,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
270,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
271,13,889.79,189.79,139.98000000000002,107.20000000000002,-1,-1,-1,-1
271,14,611.08,46.87,76.56999999999994,35.220000000000006,-1,-1,-1,-1
271,15,730.47,53.01,101.08999999999992,37.68,-1,-1,-1,-1
271,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
271,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
271,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
271,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
271,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
271,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
271,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
271,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
272,13,888.17,185.95,138.42999999999995,105.55000000000001,-1,-1,-1,-1
272,14,608.1,47.01,76.57999999999993,35.220000000000006,-1,-1,-1,-1
272,15,749.23,54.08,101.09000000000003,37.69,-1,-1,-1,-1
272,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
272,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
272,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
272,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
272,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
272,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
272,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
272,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
273,13,887.53,183.25,136.93000000000006,104.38,-1,-1,-1,-1
273,14,605.13,47.14,76.58000000000004,35.230000000000004,-1,-1,-1,-1
273,15,767.98,55.16,101.09000000000003,37.68000000000001,-1,-1,-1,-1
273,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
273,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
273,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
273,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
273,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
273,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
273,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
273,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
274,13,886.89,180.55,135.43000000000006,103.20999999999998,-1,-1,-1,-1
274,14,602.16,47.28,76.58000000000004,35.230000000000004,-1,-1,-1,-1
274,15,786.97,55.52,101.08999999999992,37.68,-1,-1,-1,-1
274,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
274,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
274,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
274,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
274,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
274,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
274,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
274,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
275,13,886.25,177.84,133.92999999999995,102.04999999999998,-1,-1,-1,-1
275,14,599.19,47.42,76.56999999999994,35.230000000000004,-1,-1,-1,-1
275,15,805.96,55.87,101.08999999999992,37.690000000000005,-1,-1,-1,-1
275,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
275,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
275,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
275,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
275,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
275,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
275,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
275,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
276,13,885.6,175.14,132.43999999999994,100.88,-1,-1,-1,-1
276,14,596.21,47.56,76.57999999999993,35.22,-1,-1,-1,-1
276,15,826.39,58.02,101.08000000000004,37.68999999999999,-1,-1,-1,-1
276,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
276,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
276,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
276,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
276,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
276,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
276,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
276,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
277,13,884.96,172.44,130.93999999999994,99.70999999999998,-1,-1,-1,-1
277,14,593.39,47.33,74.52999999999997,34.94,-1,-1,-1,-1
277,15,846.81,60.17,101.09000000000003,37.69,-1,-1,-1,-1
277,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
277,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
277,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
277,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
277,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
277,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
277,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
277,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
278,13,884.32,169.73,129.43999999999994,98.54999999999998,-1,-1,-1,-1
278,14,590.56,47.09,72.48000000000002,34.66,-1,-1,-1,-1
278,15,866.34,60.89,101.08999999999992,37.67999999999999,-1,-1,-1,-1
278,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
278,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
278,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
278,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
278,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
278,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
278,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
278,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
279,13,883.68,167.03,127.94000000000005,97.38000000000002,-1,-1,-1,-1
279,14,587.74,46.86,70.42999999999995,34.370000000000005,-1,-1,-1,-1
279,15,885.87,61.61,101.09000000000003,37.68000000000001,-1,-1,-1,-1
279,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
279,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
279,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
279,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
279,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
279,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
279,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
279,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
280,13,883.04,164.33,126.44000000000005,96.21000000000001,-1,-1,-1,-1
280,14,584.91,46.63,68.38999999999999,34.07999999999999,-1,-1,-1,-1
280,15,905.22,61.61,101.08999999999992,37.68000000000001,-1,-1,-1,-1
280,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
280,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
280,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
280,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
280,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
280,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
280,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
280,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
281,13,882.4,161.63,124.94000000000005,95.04000000000002,-1,-1,-1,-1
281,14,582.09,46.4,66.32999999999993,33.79,-1,-1,-1,-1
281,15,924.57,61.61,101.09000000000003,37.68000000000001,-1,-1,-1,-1
281,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
281,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
281,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
281,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
281,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
281,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
281,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
281,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
282,13,881.75,158.92,123.45000000000005,93.88000000000002,-1,-1,-1,-1
282,14,579.26,46.16,64.28999999999996,33.510000000000005,-1,-1,-1,-1
282,15,946.43,62.85,96.35000000000002,37.699999999999996,-1,-1,-1,-1
282,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
282,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
282,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
282,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
282,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
282,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
282,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
282,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
283,13,881.0,156.94,122.16999999999996,92.53,-1,-1,-1,-1
283,14,576.44,45.93,62.229999999999905,33.220000000000006,-1,-1,-1,-1
283,15,968.28,64.1,91.62000000000012,37.7,-1,-1,-1,-1
283,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
283,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
283,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
283,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
283,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
283,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
283,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
283,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
284,13,880.25,154.96,120.88,91.16999999999999,-1,-1,-1,-1
284,14,573.61,45.7,60.18999999999994,32.94,-1,-1,-1,-1
284,15,985.84,63.38,91.62,37.699999999999996,-1,-1,-1,-1
284,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
284,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
284,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
